Phrase,Freq,Country,#hashtag,Synonyms,UK-Gov
rights,23684,,justice,,1
attorney,17775,,justice,,1
judge,13327,,justice,,1
witness,12336,,justice,,1
whistleblower,12300,,justice,,1
laws,11982,,justice,,1
testimony,11162,,justice,,1
rule,10621,,justice,,1
collusion,10349,,justice,,1
cops,10330,,justice,,1
judges,9724,,justice,,1
lawyers,9394,,justice,,1
lawsuit,8283,,justice,,1
courts,7107,,justice,,1
law enforcement,6349,,justice,,1
charges,6108,,justice,,1
prosecution,5271,,justice,,1
legislation,5045,,justice,,1
arrests,4794,,justice,,1
jury,2791,,justice,,1
judiciary,2631,,justice,,1
sentencing,2622,,justice,,1
justice system,2353,,justice,,1
bailout,393,,justice,,0
police powers,349,,justice,,1
homosexuality,450,,lgbt,,0
marxists,654,,marxism,,1
karl,605,,marxism,,1
karl marx,213,,marxism,,1
media,82729,,media,,1
press,14086,,media,,1
journalists,13852,,media,,1
propaganda,12218,,media,,1
narrative,10692,,media,,1
journalist,10445,,media,,1
hoax,9787,,media,,1
conspiracy,8147,,media,,1
reporters,8072,,media,,1
mainstream media,6098,,media,,1
news media,5601,,media,,1
actor,5163,,media,,1
journalism,5025,,media,,1
internet,4593,,media,,1
meme,3820,,media,,1
censorship,3135,,media,,1
conspiracy theory,2994,,media,,1
radio,2684,,media,,1
disinformation,2456,,media,,1
trolls,2437,,media,,1
botnet,1499,,media,,1
bots,1499,,media,,1
troll,1383,,media,,1
flashmob,231,,media,,1
media mob,231,,media,,1
deceived,100,,media,,1
deceiver,100,,media,,1
disinformation,100,,media,,1
misinformation,100,,media,,1
mislead,100,,media,,1
misled,100,,media,,1
phone intercepts,249,,mh-17,,1
minorities,3710,,minorities,,1
minority,3361,,minorities,,1
nation,30351,,nationalism,,1
patriot,13651,,nationalism,,1
flag,13215,,nationalism,,1
patriots,10582,,nationalism,,1
flags,4398,,nationalism,,1
county,4395,,nationalism,,1
independence,4333,,nationalism,,1
patriotism,1864,,nationalism,,1
nationalism,1424,,nationalism,,1
nazis,3263,,nazism,,1
nazi,1180,,nazism,,1
nazism,283,,nazism,,1
adolf hitler,269,,nazism,,1
heil hitler,90,,nazism,,1
homelessness,3339,,poverty,,1
food bank,1755,,poverty,,1
food banks,1755,,poverty,,1
food stamps,1755,,poverty,,1
starvation,424,,poverty,,1
food stamp rule,355,,poverty,,1
power,53992,,power,,1
rally,33930,,protest,,1
protesters,14537,,protest,,1
crowd,12275,,protest,,1
protests,10943,,protest,,1
protest,8579,,protest,,1
protestors,6598,,protest,,1
activist,6169,,protest,,1
change,6032,,protest,,1
petition,6030,,protest,,1
strike,5975,,protest,,1
activists,5943,,protest,,1
revolution,5728,,protest,,1
crowds,3275,,protest,,1
resistance,3233,,protest,,1
riots,2643,,protest,,1
protester,2248,,protest,,1
rallies,2244,,protest,,1
radicals,1559,,protest,,1
masses,1519,,protest,,1
demonstration,1422,,protest,,1
riot,1209,,protest,,1
uprisings,209,,protest,,1
riots today,175,,protest,,1
railway blockade,88,,protest,,1
racism,13366,,race,,1
racists,3877,,race,,1
supremacists,2376,,race,,1
antifa,316,,race,,1
race war,316,,race,,1
god,33898,,religion,,1
christmas,25037,,religion,,0
hell,24370,,religion,,0
faith,10545,,religion,,0
prayers,8477,,religion,,0
religion,7955,,religion,,0
prayer,6720,,religion,,0
devil,3088,,religion,,0
satan,2674,,religion,,0
player,1737,,religion,,0
sin,1546,,religion,,0
angels,1423,,religion,,0
sins,1406,,religion,,0
russia,35621,,russia,,1
julian assange,4748,,russia,,0
putin,3662,,russia,,1
oligarch,1418,,russia,,1
vladimir putin,1053,,russia,,1
moscow,1000,,russia,,1
ussr,788,,russia,,1
russian,575,,russia,,1
weaponization,487,,russia,,1
oligarchs,431,,russia,,1
medvedev,343,,russia,,1
fsb,284,,russia,,1
gru,284,,russia,,1
kgb,284,,russia,,1
russia russia russia,269,,russia,,1
audit chamber,245,,russia,,1
vladimir,214,,russia,,1
pravda,199,,russia,,1
security,16789,,security,,1
women,42177,,segment,,1
children,41718,,segment,,1
woman,41498,,segment,,1
men,33401,,segment,,1
kids,24727,,segment,,1
child,21951,,segment,,1
girls,15569,,segment,,1
girl,15562,,segment,,1
parents,11815,,segment,,1
establishment,6798,,segment,,1
elites,4921,,segment,,1
civilians,4678,,segment,,1
scientists,4567,,segment,,1
adults,4481,,segment,,1
prostitutes,515,,sex,,1
sex offences,480,,sex,,1
sexuality,427,,sex,,0
prostitute,420,,sex,,0
sex offender,403,,sex,,1
sex trafficking equivalent,402,,sex,,0
george soros,6650,,soros,,1
george,5700,,soros,,1
tax,6075,,spending,,1
taxpayer money,2253,,spending,,1
terrorists,23507,,terrorism,,1
terrorism,10565,,terrorism,,1
isis,8049,,terrorism,,1
terror,5521,,terrorism,,1
bomb,3102,,terrorism,,1
bombs,3006,,terrorism,,1
extremists,2667,,terrorism,,1
jihad,1938,,terrorism,,1
jihadists,1100,,terrorism,,1
qaeda,981,,terrorism,,1
bomber,658,,terrorism,,1
bombing,417,,terrorism,,1
terror group,361,,terrorism,,1
terror chief,346,,terrorism,,1
terror attack,298,,terrorism,,1
terror threat,261,,terrorism,,1
life,58926,,values,,1
truth,47978,,values,,1
lies,31790,,values,,1
facts,29868,,values,,1
constitution,28586,,values,,1
liar,18544,,values,,1
lives,15331,,values,,1
love,12488,,values,,1
culture,8005,,values,,1
fairness,6338,,values,,1
courage,5073,,values,,1
honesty,2049,,values,,1
conscience,1878,,values,,1
youth,2690,,youth,,1
teenager,1743,,youth,,1
teens,1397,,youth,,1
